full_title,url_stub,issn,product_id,change_history
Journal of Structural Biology: X,journal-of-structural-biology-x,25901524,18946,
Journal of Structural Geology,journal-of-structural-geology,1918141,539,
Journal of Substance Abuse Treatment,journal-of-substance-abuse-treatment,7405472,7553,
The Journal of Supercritical Fluids,the-journal-of-supercritical-fluids,8968446,5452,
Journal of Surgical Education,journal-of-surgical-education,19317204,7589,Formerly known as Current Surgery
Journal of Surgical Research,journal-of-surgical-research,224804,12083,
Journal of Sustainable Mining,journal-of-sustainable-mining,23003960,18203,
Journal of Symbolic Computation,journal-of-symbolic-computation,7477171,12654,
Journal of Systems Architecture,journal-of-systems-architecture,13837621,5299,Formerly known as Microprocessing and Microprogramming
Journal of Systems and Software,journal-of-systems-and-software,1641212,7735,
Journal of Taibah University Medical Sciences,journal-of-taibah-university-medical-sciences,16583612,10133,
Journal of the Taiwan Institute of Chemical Engineers,journal-of-the-taiwan-institute-of-chemical-engineers,18761070,8611,Formerly known as Journal of the Chinese Institute of Chemical Engineers
Journal of Terramechanics,journal-of-terramechanics,224898,302,
Journal of Theoretical Biology,journal-of-theoretical-biology,225193,12617,
Journal de Thérapie Comportementale et Cognitive,journal-de-therapie-comportementale-et-cognitive,11551704,15573,
Journal of Thermal Biology,journal-of-thermal-biology,3064565,383,
The Journal of Thoracic and Cardiovascular Surgery,journal-of-thoracic-and-cardiovascular-surgery,225223,13088,
Journal of Thoracic Oncology,journal-of-thoracic-oncology,15560864,18831,
Journal of Tissue Viability,journal-of-tissue-viability,0965206X,4107,
Journal of Trace Elements in Medicine and Biology,journal-of-trace-elements-in-medicine-and-biology,0946672X,10014,
Journal of Traditional Chinese Medical Sciences,journal-of-traditional-chinese-medical-sciences,20957548,18116,
Journal of Traditional and Complementary Medicine,journal-of-traditional-and-complementary-medicine,22254110,18123,
Journal of Translational Autoimmunity,journal-of-translational-autoimmunity,25899090,30057,
Journal of Transport Geography,journal-of-transport-geography,9666923,3060,
Journal of Transport & Health,journal-of-transport-and-health,22141405,18022,
Journal de Traumatologie du Sport,journal-de-traumatologie-du-sport,0762915X,15586,
Journal of Urban Economics,journal-of-urban-economics,941190,12085,
Journal of Urban Management,journal-of-urban-management,22265856,18138,
Journal of Vascular and Interventional Radiology,journal-of-vascular-and-interventional-radiology,10510443,13422,
Journal of Vascular Nursing,journal-of-vascular-nursing,10620303,13181,
Journal of Vascular Surgery,journal-of-vascular-surgery,7415214,13089,
Journal of Vascular Surgery Cases and Innovative Techniques,journal-of-vascular-surgery-cases-and-innovative-techniques,24684287,18789,Formerly Known as Journal Vascular Surgery Cases
Journal of Vascular Surgery: Venous and Lymphatic Disorders,journal-of-vascular-surgery-venous-and-lymphatic-disorders,2213333X,14133,
Journal of Veterinary Behavior,journal-of-veterinary-behavior,15587878,13411,
Journal of Veterinary Cardiology,journal-of-veterinary-cardiology,17602734,5509,
Journal of Virological Methods,journal-of-virological-methods,1660934,5064,
Journal of Visceral Surgery,journal-of-visceral-surgery,18787886,15866,
Journal of Visual Communication and Image Representation,journal-of-visual-communication-and-image-representation,10473203,12087,
Journal of Vocational Behavior,journal-of-vocational-behavior,18791,12086,
Journal of Voice,journal-of-voice,8921997,13343,
Journal of Volcanology and Geothermal Research,journal-of-volcanology-and-geothermal-research,3770273,5347,
Journal of Water Process Engineering,journal-of-water-process-engineering,22147144,17042,
Journal of Web Semantics,journal-of-web-semantics,15708268,5480,
Journal of Wind Engineering and Industrial Aerodynamics,journal-of-wind-engineering-and-industrial-aerodynamics,1676105,5207,
Journal of World Business,journal-of-world-business,10909516,7432,Formerly known as The Columbia Journal of World Business
Journal of the World Federation of Orthodontists,journal-of-the-world-federation-of-orthodontists,22124438,14122,
JPRAS Open,jpras-open,23525878,18755,
JSES Open Access,jses-open-access,24686026,18398,
Kidney International,kidney-international,852538,18849,
Kidney International Reports,kidney-international-reports,24680249,18881,
Kidney International Supplements,kidney-international-supplements,21571716,18848,
Kidney Medicine,kidney-medicine,25900595,30012,
"Kinésithérapie, la Revue",kinesitherapie-la-revue,17790123,15516,
The Knee,the-knee,9680160,3061,
Knowledge-Based Systems,knowledge-based-systems,9507051,5293,
Krankenhaus-Hygiene + Infektionsverhütung,krankenhaus-hygiene-infektionsverhutung,7203373,10044,
Labour Economics,labour-economics,9275371,5404,
The Lancet,the-lancet,1406736,2284,
The Lancet Child & Adolescent Health,the-lancet-child-and-adolescent-health,23524642,18394,
The Lancet Diabetes & Endocrinology,the-lancet-diabetes-and-endocrinology,22138587,10182,
The Lancet Digital Health,the-lancet-digital-health,25897500,18451,
The Lancet Gastroenterology & Hepatology,the-lancet-gastroenterology-and-hepatology,24681253,18342,
The Lancet Global Health,the-lancet-global-health,2214109X,17014,
The Lancet Haematology,the-lancet-haematology,23523026,17745,
The Lancet HIV,the-lancet-hiv,23523018,17746,
The Lancet Infectious Diseases,the-lancet-infectious-diseases,14733099,2290,
The Lancet Neurology,the-lancet-neurology,14744422,2291,
The Lancet Oncology,the-lancet-oncology,14702045,2285,
The Lancet Planetary Health,the-lancet-planetary-health,25425196,18390,
The Lancet Psychiatry,the-lancet-psychiatry,22150366,17058,
The Lancet Public Health,the-lancet-public-health,24682667,18355,
The Lancet Respiratory Medicine,the-lancet-respiratory-medicine,22132600,17012,
The Lancet Rheumatology,the-lancet-rheumatology,26659913,30154,
Land Use Policy,land-use-policy,2648377,3063,
Landscape and Urban Planning,landscape-and-urban-planning,1692046,5117,Formerly known as Landscape Planning; Incorporating Urban Ecology
Language & Communication,language-and-communication,2715309,616,
Language Sciences,language-sciences,3880001,867,
"Laparoscopic, Endoscopic and Robotic Surgery",laparoscopic-endoscopic-and-robotic-surgery,24689009,18385,
The Leadership Quarterly,the-leadership-quarterly,10489843,7433,
"Learning, Culture and Social Interaction",learning-culture-and-social-interaction,22106561,12938,
Learning and Individual Differences,learning-and-individual-differences,10416080,7434,
Learning and Instruction,learning-and-instruction,9594752,956,
Learning and Motivation,learning-and-motivation,239690,12088,
Legal Medicine,legal-medicine,13446223,8143,
Leukemia Research,leukemia-research,1452126,583,
Leukemia Research Reports,leukemia-research-reports,22130489,10120,
Library & Information Science Research,library-and-information-science-research,7408188,7459,
Life Sciences,life-sciences,243205,7538,
Life Sciences in Space Research,life-sciences-in-space-research,22145524,17057,
Limnologica,limnologica,759511,10033,
Linear Algebra and its Applications,linear-algebra-and-its-applications,243795,7738,
Lingua,lingua,243841,5295,
Linguistics and Education,linguistics-and-education,8985898,7460,
Lithos,lithos,244937,5348,
Liver Research,liver-research,25425684,18392,
Livestock Science,livestock-science,18711413,5118,Formerly known as Livestock Production Science
Long Range Planning,long-range-planning,246301,358,
Lung Cancer,lung-cancer,1695002,8036,
LWT,lwt,236438,12618,
Magnetic Resonance Imaging,magnetic-resonance-imaging,0730725X,7540,
Magnetic Resonance Imaging Clinics of North America,magnetic-resonance-imaging-clinics-of-north-america,10649689,13080,
Mammalian Biology,mammalian-biology,16165047,10034,
Management Accounting Research,management-accounting-research,10445005,12677,
Manufacturing Letters,manufacturing-letters,22138463,18019,
Marine Chemistry,marine-chemistry,3044203,5349,
Marine Environmental Research,marine-environmental-research,1411136,2039,
Marine Genomics,marine-genomics,18747787,8624,
Marine Geology,marine-geology,253227,5350,
Marine Micropaleontology,marine-micropaleontology,3778398,5351,
Marine and Petroleum Geology,marine-and-petroleum-geology,2648172,3064,
Marine Policy,marine-policy,0308597X,3065,
Marine Pollution Bulletin,marine-pollution-bulletin,0025326X,400,
Marine Structures,marine-structures,9518339,2038,
Materialia,materialia,25891529,18421,
Materials Characterization,materials-characterization,10445803,7744,Formerly known as Metallography
Materials Chemistry and Physics,materials-chemistry-and-physics,2540584,6025,Formerly known as Materials Chemistry
Materials & Design,materials-and-design,2641275,3066,Formerly known as Materials & Design (1980-2015)
Materials Letters,materials-letters,0167577X,5208,
Materials Letters: X,materials-letters-x,25901508,18466,
Materials Research Bulletin,materials-research-bulletin,255408,313,
Materials Science for Energy Technologies,materials-science-for-energy-technologies,25892991,18425,
Materials Science and Engineering: A,materials-science-and-engineering-a,9215093,6026,Formerly part of Materials Science and Engineering
Materials Science and Engineering: B,materials-science-and-engineering-b,9215107,6027,Formerly part of Materials Science and Engineering
Materials Science and Engineering: C,materials-science-and-engineering-c,9284931,6028,Formerly part of Materials Science Reports; Incorporating Supramolecular Science
Materials Science and Engineering: R: Reports,materials-science-and-engineering-r-reports,0927796X,6029,Formerly part of Materials Science Reports
Materials Science in Semiconductor Processing,materials-science-in-semiconductor-processing,13698001,1030,
Materials Today,materials-today,13697021,3069,
Materials Today Advances,materials-today-advances,25900498,30035,
Materials Today Bio,materials-today-bio,25900064,30005,
Materials Today Chemistry,materials-today-chemistry,24685194,18364,
Materials Today Communications,materials-today-communications,23524928,18084,
Materials Today Energy,materials-today-energy,24686069,18368,
Materials Today Nano,materials-today-nano,25888420,18409,
Materials Today Physics,materials-today-physics,25425293,18391,
Materials Today: Proceedings,materials-today-proceedings,22147853,18050,
Materials Today Sustainability,materials-today-sustainability,25892347,18422,
Mathematical Biosciences,mathematical-biosciences,255564,7741,
Mathematical Social Sciences,mathematical-social-sciences,1654896,5410,
Mathematics and Computers in Simulation,mathematics-and-computers-in-simulation,3784754,5296,
Matrix Biology,matrix-biology,0945053X,5547,Formerly known as Matrix
Matrix Biology Plus,matrix-biology-plus,25900285,18448,
Matter,matter,25902385,18948,
Maturitas,maturitas,3785122,8037,
Mayo Clinic Proceedings,mayo-clinic-proceedings,256196,14110,
"Mayo Clinic Proceedings: Innovations, Quality & Outcomes",mayo-clinic-proceedings-innovations-quality-and-outcomes,25424548,18903,
Measurement,measurement,2632241,5411,Incorporating Industrial Metrology
Measurement: Sensors,measurement-sensors,26659174,30127,
Meat Science,meat-science,3091740,2040,
Mechanical Systems and Signal Processing,mechanical-systems-and-signal-processing,8883270,12661,
Mechanics of Materials,mechanics-of-materials,1676636,5210,
Mechanics Research Communications,mechanics-research-communications,936413,374,
Mechanism and Machine Theory,mechanism-and-machine-theory,0094114X,303,Formerly known as Journal of Mechanisms
Mechanisms of Ageing and Development,mechanisms-of-ageing-and-development,476374,8038,
Mechanisms of Development,mechanisms-of-development,9254773,8039,Formerly known as Cell Differentiation and Development
Mechatronics,mechatronics,9574158,933,
Médecine & Droit,medecine-and-droit,12467391,9046,
Médecine et Maladies Infectieuses,medecine-et-maladies-infectieuses,0399077X,9073,
